key,conference,id,title,program_title,authors,acceptance,themes,categories,quantity,method,caveat,matrix_scope,geometry,manifold_scope,relevance_notes,evidence,fulltext_sources,openreview_url,conference_url,proceedings_url,pdf_url,code_links,snapshot_date,training_scope,hyperparameters,training_finding,training_caveat,training_reading_rank,year,publication_status,source_url,doi,citation_key,bibtex,bibtex_kind,bibtex_source
ICLR:10008797,ICLR 2026,10008797,Training Dynamics Impact Post-Training Quantization Robustness,,Albert Catalan-Tatjer; Niccolò Ajroldi; Jonas Geiping,Accept (Poster),Optimizer; Training dynamics,"H: Learning rates, batch sizes, parameterization, and plasticity; T1: Learning-rate selection, warm-up and schedules; T7: Initialization, normalization, weight decay and regularization",,,,,,,"Training dynamics: Links post-training quantization degradation to the training recipe, especially learning-rate decay, through checkpoints and controlled runs.",Official accepted-paper title and abstract,,https://openreview.net/forum?id=ZXr3Xx7Z1O,https://iclr.cc/virtual/2026/poster/10008797,,https://openreview.net/pdf?id=ZXr3Xx7Z1O,,2026-09-23,LLM training,Learning-rate decay; training duration; quantization,"Links post-training quantization degradation to the training recipe, especially learning-rate decay, through checkpoints and controlled runs.",Validation loss and quantization robustness are distinct objectives; the study does not imply data volume alone causes degradation.,14,2026,Accepted,https://openreview.net/forum?id=ZXr3Xx7Z1O,,ICLR_10008797,"@misc{ICLR_10008797,
  title = {{Training Dynamics Impact Post-Training Quantization Robustness}},
  author = {Albert Catalan-Tatjer and Niccolò Ajroldi and Jonas Geiping},
  year = {2026},
  note = {ICLR 2026; Accept (Poster)},
  url = {https://openreview.net/forum?id=ZXr3Xx7Z1O}
}",Generated from catalogue metadata,https://openreview.net/forum?id=ZXr3Xx7Z1O
ICLR:10009752,ICLR 2026,10009752,Transfer Learning in Infinite Width Feature Learning Networks,,Clarissa Lauditi; Blake Bordelon; Cengiz Pehlevan,Accept (Poster),Optimizer; Training dynamics,"H: Learning rates, batch sizes, parameterization, and plasticity; T3: Width/depth scaling and hyperparameter transfer; T6: Feature learning, implicit bias and generalization dynamics",,,,,,,Training dynamics: Quantifies transfer from pretraining through adaptive kernels in infinite-width feature-learning networks.,Official accepted-paper title and abstract,,https://openreview.net/forum?id=Oox4QOhmi9,https://iclr.cc/virtual/2026/poster/10009752,,https://openreview.net/pdf?id=Oox4QOhmi9,,2026-09-23,Theory / controlled models,Source/target data; task alignment; feature-learning strength,Quantifies transfer from pretraining through adaptive kernels in infinite-width feature-learning networks.,The asymptotic gradient-flow theory uses specified transfer settings; finite LLM adaptation is not directly guaranteed.,0,2026,Accepted,https://openreview.net/forum?id=Oox4QOhmi9,,ICLR_10009752,"@misc{ICLR_10009752,
  title = {{Transfer Learning in Infinite Width Feature Learning Networks}},
  author = {Clarissa Lauditi and Blake Bordelon and Cengiz Pehlevan},
  year = {2026},
  note = {ICLR 2026; Accept (Poster)},
  url = {https://openreview.net/forum?id=Oox4QOhmi9}
}",Generated from catalogue metadata,https://openreview.net/forum?id=Oox4QOhmi9
ICLR:10009288,ICLR 2026,10009288,Trion: FFT-based Dynamic Subspace Selection for Low-Rank Adaptive Optimization of LLMs,,Ionut-Vlad Modoranu; Mher Safaryan; Erik Schultheis; Maksim Riabinin; Artem Chumachenko; Dan Alistarh,Accept (Poster),Matrix computation; Optimizer,"D: Memory-efficient and low-precision optimizers; X7: Structured products, transforms and GPU kernels",Dynamic low-rank gradient projections,Select columns from a fixed discrete-cosine basis using gradient alignment; use FFT-based DCT computation for large layers.,Approximates adaptive SVD/QR subspaces with a structured fixed basis.,Deep learning,,,"Optimizer: Trion selects low-rank gradient subspaces from a fixed DCT basis, using FFT computation to avoid costly per-layer SVD/QR and reduce optimizer memory. | Matrix computation: Select columns from a fixed discrete-cosine basis using gradient alignment; use FFT-based DCT computation for large layers.",Official accepted-paper title and abstract,,https://openreview.net/forum?id=TkHjRwbMNl,https://iclr.cc/virtual/2026/poster/10009288,,https://openreview.net/pdf?id=TkHjRwbMNl,https://github.com/IST-DASLab/Trion,2026-09-23,,,,,0,2026,Accepted,https://openreview.net/forum?id=TkHjRwbMNl,,ICLR_10009288,"@misc{ICLR_10009288,
  title = {{Trion: FFT-based Dynamic Subspace Selection for Low-Rank Adaptive Optimization of LLMs}},
  author = {Ionut-Vlad Modoranu and Mher Safaryan and Erik Schultheis and Maksim Riabinin and Artem Chumachenko and Dan Alistarh},
  year = {2026},
  note = {ICLR 2026; Accept (Poster)},
  url = {https://openreview.net/forum?id=TkHjRwbMNl}
}",Generated from catalogue metadata,https://openreview.net/forum?id=TkHjRwbMNl
ICLR:10006858,ICLR 2026,10006858,Two failure modes of deep transformers and how to avoid them: a unified theory of signal propagation at initialisation,,Alessio Giorlandino; Sebastian Goldt,Accept (Poster),Optimizer; Training dynamics,"H: Learning rates, batch sizes, parameterization, and plasticity; T3: Width/depth scaling and hyperparameter transfer; T5: Stability, curvature and edge-of-stability dynamics; T7: Initialization, normalization, weight decay and regularization",,,,,,,"Training dynamics: Derives Transformer trainability diagrams linking initialization to rank collapse, entropy collapse and vanishing gradients.",Official accepted-paper title and abstract,,https://openreview.net/forum?id=utSqpxQHXq,https://iclr.cc/virtual/2026/poster/10006858,,https://openreview.net/pdf?id=utSqpxQHXq,,2026-09-23,Other deep learning,Weight scale; residual scale; depth; attention initialization,"Derives Transformer trainability diagrams linking initialization to rank collapse, entropy collapse and vanishing gradients.",Signal-propagation theory at initialization is not a guarantee of the entire nonlinear training trajectory.,24,2026,Accepted,https://openreview.net/forum?id=utSqpxQHXq,,ICLR_10006858,"@misc{ICLR_10006858,
  title = {{Two failure modes of deep transformers and how to avoid them: a unified theory of signal propagation at initialisation}},
  author = {Alessio Giorlandino and Sebastian Goldt},
  year = {2026},
  note = {ICLR 2026; Accept (Poster)},
  url = {https://openreview.net/forum?id=utSqpxQHXq}
}",Generated from catalogue metadata,https://openreview.net/forum?id=utSqpxQHXq
ICLR:10011274,ICLR 2026,10011274,Uncertainty-driven Embedding Convolution,,Sungjun Lim; Kangjun Noh; Youngjun Choi; Heeyoung Lee; Kyungwoo Song,Accept (Poster),Optimizer,"A: KFAC / EKFAC methods, applications, and substantive evaluations",,,,,,,"Optimizer: KFAC ablation: compares diagonal and KFAC Laplace covariance for embedding uncertainty. Main experiments use diagonal covariance; KFAC is a comparison, not the main UEC method.",Official accepted-paper title and abstract; targeted full-text passage checked,"https://arxiv.org/html/2507.20718 — Covariance-structure ablation, Table 17: diagonal versus KFAC; main experiments adopt diagonal covariance. Targeted check recorded in the earlier project catalog; not a complete paper review.",https://openreview.net/forum?id=7fdcVi2fTJ,https://iclr.cc/virtual/2026/poster/10011274,,https://openreview.net/pdf?id=7fdcVi2fTJ,,2026-09-23,,,,,0,2026,Accepted,https://openreview.net/forum?id=7fdcVi2fTJ,,ICLR_10011274,"@misc{ICLR_10011274,
  title = {{Uncertainty-driven Embedding Convolution}},
  author = {Sungjun Lim and Kangjun Noh and Youngjun Choi and Heeyoung Lee and Kyungwoo Song},
  year = {2026},
  note = {ICLR 2026; Accept (Poster)},
  url = {https://openreview.net/forum?id=7fdcVi2fTJ}
}",Generated from catalogue metadata,https://openreview.net/forum?id=7fdcVi2fTJ
ICLR:10007330,ICLR 2026,10007330,Understanding and improving Shampoo and SOAP via Kullback-Leibler Minimization,,Wu Lin; Scott C. Lowe; Felix Dangel; Runa Eschenhagen; Zikun Xu; Roger Grosse,Accept (Poster),Matrix computation; Optimizer,"B: Shampoo, structured curvature, and matrix-function computation; X3: Fisher, Hessian, derivatives and implicit differentiation",Structured covariance estimates for Shampoo and SOAP,Replace Frobenius-motivated estimation with KL-divergence minimization to redesign the preconditioners.,A different approximation objective; comparative speed and accuracy depend on experiments.,Deep learning,,,Optimizer: KL-Shampoo and KL-SOAP reinterpret structured second moments through KL covariance estimation; KL-Shampoo avoids Adam grafting and its extra state memory. | Matrix computation: Replace Frobenius-motivated estimation with KL-divergence minimization to redesign the preconditioners.,Official accepted-paper title and abstract,,https://openreview.net/forum?id=pQQuC1nIQq,https://iclr.cc/virtual/2026/poster/10007330,,https://openreview.net/pdf?id=pQQuC1nIQq,,2026-09-23,,,,,0,2026,Accepted,https://openreview.net/forum?id=pQQuC1nIQq,,ICLR_10007330,"@misc{ICLR_10007330,
  title = {{Understanding and improving Shampoo and SOAP via Kullback-Leibler Minimization}},
  author = {Wu Lin and Scott C. Lowe and Felix Dangel and Runa Eschenhagen and Zikun Xu and Roger Grosse},
  year = {2026},
  note = {ICLR 2026; Accept (Poster)},
  url = {https://openreview.net/forum?id=pQQuC1nIQq}
}",Generated from catalogue metadata,https://openreview.net/forum?id=pQQuC1nIQq
ICLR:10011425,ICLR 2026,10011425,Understanding the Implicit Biases of Design Choices for Time Series Foundation Models,,Annan Yu; Danielle Maddix; Boran Han; Xiyuan Zhang; Abdul Fatir Ansari; Oleksandr Shchur; Christos Faloutsos; Andrew Gordon Wilson; Michael W Mahoney; Bernie Wang,Accept (Poster),Optimizer; Training dynamics,"H: Learning rates, batch sizes, parameterization, and plasticity; T6: Feature learning, implicit bias and generalization dynamics; T7: Initialization, normalization, weight decay and regularization",,,,,,,Training dynamics: Analyzes how model-design choices induce interacting biases in time-series foundation models.,Official accepted-paper title and abstract,,https://openreview.net/forum?id=5jkzTzV5Ao,https://iclr.cc/virtual/2026/poster/10011425,,https://openreview.net/pdf?id=5jkzTzV5Ao,,2026-09-23,Other deep learning,Patch size; embeddings; training objective,Analyzes how model-design choices induce interacting biases in time-series foundation models.,Time-series-specific findings are supporting evidence rather than LLM training rules.,0,2026,Accepted,https://openreview.net/forum?id=5jkzTzV5Ao,,ICLR_10011425,"@misc{ICLR_10011425,
  title = {{Understanding the Implicit Biases of Design Choices for Time Series Foundation Models}},
  author = {Annan Yu and Danielle Maddix and Boran Han and Xiyuan Zhang and Abdul Fatir Ansari and Oleksandr Shchur and Christos Faloutsos and Andrew Gordon Wilson and Michael W Mahoney and Bernie Wang},
  year = {2026},
  note = {ICLR 2026; Accept (Poster)},
  url = {https://openreview.net/forum?id=5jkzTzV5Ao}
}",Generated from catalogue metadata,https://openreview.net/forum?id=5jkzTzV5Ao
ICLR:10009619,ICLR 2026,10009619,Understanding the Mechanisms of Fast Hyperparameter Transfer,,Nikhil Ghosh; Denny Wu; Alberto Bietti,Accept (Poster),Optimizer; Training dynamics,"H: Learning rates, batch sizes, parameterization, and plasticity; T3: Width/depth scaling and hyperparameter transfer",,,,,,,"Optimizer: Analyzes mechanisms that permit fast hyperparameter transfer, with theoretical examples and an empirically tested trajectory-decomposition conjecture for LLMs. | Training dynamics: Analyzes mechanisms that permit fast hyperparameter transfer, with theoretical examples and an empirically tested trajectory-decomposition conjecture for LLMs.",Official accepted-paper title and abstract,,https://openreview.net/forum?id=Q7mLKxQ8qk,https://iclr.cc/virtual/2026/poster/10009619,,https://openreview.net/pdf?id=Q7mLKxQ8qk,,2026-09-23,LLM training,Proxy-model size; training trajectory; hyperparameter transfer,"Analyzes mechanisms that permit fast hyperparameter transfer, with theoretical examples and an empirically tested trajectory-decomposition conjecture for LLMs.","Reuses the earlier source-grounded annotation. Consult the linked paper for assumptions, tested scales and parameterization conventions.",0,2026,Accepted,https://openreview.net/forum?id=Q7mLKxQ8qk,,ICLR_10009619,"@misc{ICLR_10009619,
  title = {{Understanding the Mechanisms of Fast Hyperparameter Transfer}},
  author = {Nikhil Ghosh and Denny Wu and Alberto Bietti},
  year = {2026},
  note = {ICLR 2026; Accept (Poster)},
  url = {https://openreview.net/forum?id=Q7mLKxQ8qk}
}",Generated from catalogue metadata,https://openreview.net/forum?id=Q7mLKxQ8qk
ICLR:10009637,ICLR 2026,10009637,Weight Decay may matter more than µP for Learning Rate Transfer in Practice,,Atli Kosson; Jeremy Welborn; Yang Liu; Martin Jaggi; Xi Chen,Accept (Poster),Optimizer; Training dynamics,"H: Learning rates, batch sizes, parameterization, and plasticity; T1: Learning-rate selection, warm-up and schedules; T3: Width/depth scaling and hyperparameter transfer; T7: Initialization, normalization, weight decay and regularization",,,,,,,Optimizer: Empirically tests the roles of weight decay and maximal-update parameterization in learning-rate transfer across model widths. | Training dynamics: Empirically tests the roles of weight decay and maximal-update parameterization in learning-rate transfer across model widths.,Official accepted-paper title and abstract,,https://openreview.net/forum?id=PvTxIdZc1E,https://iclr.cc/virtual/2026/poster/10009637,,https://openreview.net/pdf?id=PvTxIdZc1E,,2026-09-23,LLM training,Weight decay; MuP; width; learning-rate transfer,Empirically tests the roles of weight decay and maximal-update parameterization in learning-rate transfer across model widths.,"Reuses the earlier source-grounded annotation. Consult the linked paper for assumptions, tested scales and parameterization conventions.",2,2026,Accepted,https://openreview.net/forum?id=PvTxIdZc1E,,ICLR_10009637,"@misc{ICLR_10009637,
  title = {{Weight Decay may matter more than µP for Learning Rate Transfer in Practice}},
  author = {Atli Kosson and Jeremy Welborn and Yang Liu and Martin Jaggi and Xi Chen},
  year = {2026},
  note = {ICLR 2026; Accept (Poster)},
  url = {https://openreview.net/forum?id=PvTxIdZc1E}
}",Generated from catalogue metadata,https://openreview.net/forum?id=PvTxIdZc1E
ICLR:10007437,ICLR 2026,10007437,What Scales in Cross-Entropy Scaling Law?,,Junxi Yan; Zixi Wei; Qingyao Ai; Yiqun LIU; Jingtao Zhan,Accept (Poster),Optimizer; Training dynamics,"G: Optimizer theory, benchmarks, and training dynamics; T4: Compute, data and model scaling laws; T6: Feature learning, implicit bias and generalization dynamics",,,,,,,Training dynamics: Separates cross-entropy into components and finds that error-entropy better tracks power-law scaling in the studied models.,Official accepted-paper title and abstract,,https://openreview.net/forum?id=o94xgM0sWJ,https://iclr.cc/virtual/2026/poster/10007437,,https://openreview.net/pdf?id=o94xgM0sWJ,,2026-09-23,LLM training,Model scale; training time; evaluation loss decomposition,Separates cross-entropy into components and finds that error-entropy better tracks power-law scaling in the studied models.,"This is a proposed decomposition-based explanation with empirical support, not a universal replacement law.",0,2026,Accepted,https://openreview.net/forum?id=o94xgM0sWJ,,ICLR_10007437,"@misc{ICLR_10007437,
  title = {{What Scales in Cross-Entropy Scaling Law?}},
  author = {Junxi Yan and Zixi Wei and Qingyao Ai and Yiqun LIU and Jingtao Zhan},
  year = {2026},
  note = {ICLR 2026; Accept (Poster)},
  url = {https://openreview.net/forum?id=o94xgM0sWJ}
}",Generated from catalogue metadata,https://openreview.net/forum?id=o94xgM0sWJ
ICLR:10010369,ICLR 2026,10010369,WSM: Decay-Free Learning Rate Schedule via Checkpoint Merging for LLM Pre-training,,Changxin Tian; Jiapeng Wang; Qian Zhao; Kunlong Chen; Jia Liu; Ziqi Liu; Jiaxin Mao; Xin Zhao; Zhiqiang Zhang; JUN ZHOU,Accept (Oral),Optimizer; Training dynamics,"H: Learning rates, batch sizes, parameterization, and plasticity; T1: Learning-rate selection, warm-up and schedules",,,,,,,"Optimizer: Warmup-Stable and Merge replaces an explicit decay phase with principled checkpoint averaging, linking merging weights to learning-rate schedules. | Training dynamics: Warmup-Stable and Merge replaces an explicit decay phase with principled checkpoint averaging, linking merging weights to learning-rate schedules.",Official accepted-paper title and abstract,,https://openreview.net/forum?id=HhThhjKyfw,https://iclr.cc/virtual/2026/poster/10010369,,https://openreview.net/pdf?id=HhThhjKyfw,,2026-09-23,LLM training,Warm-up; constant rate; checkpoint merging,"Warmup-Stable and Merge replaces an explicit decay phase with principled checkpoint averaging, linking merging weights to learning-rate schedules.","Reuses the earlier source-grounded annotation. Consult the linked paper for assumptions, tested scales and parameterization conventions.",0,2026,Accepted,https://openreview.net/forum?id=HhThhjKyfw,,ICLR_10010369,"@misc{ICLR_10010369,
  title = {{WSM: Decay-Free Learning Rate Schedule via Checkpoint Merging for LLM Pre-training}},
  author = {Changxin Tian and Jiapeng Wang and Qian Zhao and Kunlong Chen and Jia Liu and Ziqi Liu and Jiaxin Mao and Xin Zhao and Zhiqiang Zhang and JUN ZHOU},
  year = {2026},
  note = {ICLR 2026; Accept (Oral)},
  url = {https://openreview.net/forum?id=HhThhjKyfw}
}",Generated from catalogue metadata,https://openreview.net/forum?id=HhThhjKyfw
ICLR:10008569,ICLR 2026,10008569,xLSTM Scaling Laws: Competitive Performance with Linear Time-Complexity,,Maximilian Beck; Kajetan Schweighofer; Sebastian Böck; Sebastian Lehner; Sepp Hochreiter,Accept (Poster),Optimizer; Training dynamics,"H: Learning rates, batch sizes, parameterization, and plasticity; T3: Width/depth scaling and hyperparameter transfer; T4: Compute, data and model scaling laws",,,,,,,"Training dynamics: Compares Transformer and xLSTM compute-optimal and overtrained scaling, including context-dependent optimal size.",Official accepted-paper title and abstract,,https://openreview.net/forum?id=bpbU549sSg,https://iclr.cc/virtual/2026/poster/10008569,,https://openreview.net/pdf?id=bpbU549sSg,,2026-09-23,LLM training,Architecture; context length; parameters; token budget,"Compares Transformer and xLSTM compute-optimal and overtrained scaling, including context-dependent optimal size.","Performance rankings are tied to the evaluated architectures, training recipes and compute accounting.",0,2026,Accepted,https://openreview.net/forum?id=bpbU549sSg,,ICLR_10008569,"@misc{ICLR_10008569,
  title = {{xLSTM Scaling Laws: Competitive Performance with Linear Time-Complexity}},
  author = {Maximilian Beck and Kajetan Schweighofer and Sebastian Böck and Sebastian Lehner and Sepp Hochreiter},
  year = {2026},
  note = {ICLR 2026; Accept (Poster)},
  url = {https://openreview.net/forum?id=bpbU549sSg}
}",Generated from catalogue metadata,https://openreview.net/forum?id=bpbU549sSg
ICML:2024-GaLore,ICML 2024,ICML:2024-GaLore,GaLore: Memory-Efficient LLM Training by Gradient Low-Rank Projection,,Jiawei Zhao; Zhenyu Zhang; Beidi Chen; Zhangyang Wang; Anima Anandkumar; Yuandong Tian,Published,Matrix computation; Optimizer,D: Memory-efficient and low-precision optimizers; X6: Matrix and tensor methods for compression,Projected gradients and compressed optimizer states,"Use leading singular vectors of the current gradient to form low-rank projections, apply an optimizer such as Adam in the projected space, then lift its update to the original weight matrix.",GaLore compresses gradients and optimizer states rather than KFAC factors or a Fisher approximation. Weights remain full-sized; low-rank projection changes the update and periodic SVD refreshes have a computational cost.,Deep learning,,,"Research note: GaLore projects gradients into a low-rank subspace, maintains optimizer states there, and maps updates back to the full parameter space. Periodically refreshed projection bases allow full-parameter learning while reducing optimizer-state memory, making it relevant to LLM low-rank optimizer design.",Official ICML 2024 PMLR proceedings metadata and abstract; targeted full-text passage checked,"https://raw.githubusercontent.com/mlresearch/v235/main/assets/zhao24s/zhao24s.pdf — Algorithm 1; Sections 3.3 and 4.1, equations (12)-(14). Checked projected optimization, SVD basis refresh and composition of updates across changing subspaces.",,,https://proceedings.mlr.press/v235/zhao24s.html,https://raw.githubusercontent.com/mlresearch/v235/main/assets/zhao24s/zhao24s.pdf,,2026-09-24,,,,,0,2024,Published,https://proceedings.mlr.press/v235/zhao24s.html,,pmlr-v235-zhao24s,"@InProceedings{pmlr-v235-zhao24s,
  title = 	 {{G}a{L}ore: Memory-Efficient {LLM} Training by Gradient Low-Rank Projection},
  author =       {Zhao, Jiawei and Zhang, Zhenyu and Chen, Beidi and Wang, Zhangyang and Anandkumar, Anima and Tian, Yuandong},
  booktitle = 	 {Proceedings of the 41st International Conference on Machine Learning},
  pages = 	 {61121--61143},
  year = 	 {2024},
  editor = 	 {Salakhutdinov, Ruslan and Kolter, Zico and Heller, Katherine and Weller, Adrian and Oliver, Nuria and Scarlett, Jonathan and Berkenkamp, Felix},
  volume = 	 {235},
  series = 	 {Proceedings of Machine Learning Research},
  month = 	 {21--27 Jul},
  publisher =    {PMLR},
  pdf = 	 {https://raw.githubusercontent.com/mlresearch/v235/main/assets/zhao24s/zhao24s.pdf},
  url = 	 {https://proceedings.mlr.press/v235/zhao24s.html},
}",Source-provided citation,https://proceedings.mlr.press/v235/zhao24s.html
ICML:62988,ICML 2026,62988,$\mu$pscaling small models: Principled warm starts and hyperparameter transfer,,Yuxin Ma; Nan Chen; Mateo D Diaz; Soufiane Hayou; Dmitriy Kunisky; Soledad Villar,Accept (regular),Optimizer; Training dynamics,"H: Learning rates, batch sizes, parameterization, and plasticity; T3: Width/depth scaling and hyperparameter transfer; T7: Initialization, normalization, weight decay and regularization",,,,,,,"Optimizer: Extends maximal-update ideas to widening pretrained models, with principled perturbation scaling and optimizer hyperparameter transfer. | Training dynamics: Extends maximal-update ideas to widening pretrained models, with principled perturbation scaling and optimizer hyperparameter transfer.",Official accepted-paper title and abstract,,https://openreview.net/forum?id=bAqpZRzlTg,https://icml.cc/virtual/2026/poster/62988,,https://openreview.net/pdf?id=bAqpZRzlTg,,2026-09-23,LLM training,Width expansion; initialization perturbation; hyperparameter transfer,"Extends maximal-update ideas to widening pretrained models, with principled perturbation scaling and optimizer hyperparameter transfer.","Reuses the earlier source-grounded annotation. Consult the linked paper for assumptions, tested scales and parameterization conventions.",0,2026,Accepted,https://openreview.net/forum?id=bAqpZRzlTg,,ICML_62988,"@misc{ICML_62988,
  title = {{$\mu$pscaling small models: Principled warm starts and hyperparameter transfer}},
  author = {Yuxin Ma and Nan Chen and Mateo D Diaz and Soufiane Hayou and Dmitriy Kunisky and Soledad Villar},
  year = {2026},
  note = {ICML 2026; Accept (regular)},
  url = {https://openreview.net/forum?id=bAqpZRzlTg}
}",Generated from catalogue metadata,https://openreview.net/forum?id=bAqpZRzlTg
ICML:64045,ICML 2026,64045,A Fourier perspective on the learning dynamics of neural networks: from sample complexities to mechanistic insights,,Fabiola Ricci; Claudia Merger; Sebastian Goldt,Accept (regular),Optimizer; Training dynamics,"G: Optimizer theory, benchmarks, and training dynamics; T6: Feature learning, implicit bias and generalization dynamics",,,,,,,Training dynamics: Explains why amplitude features precede phase features and how power-law spectra alter feature-learning times.,Official accepted-paper title and abstract,,https://openreview.net/forum?id=RQECNEUcbJ,https://icml.cc/virtual/2026/poster/64045,,https://openreview.net/pdf?id=RQECNEUcbJ,,2026-09-23,Other deep learning,Data spectrum; training time; feature complexity,Explains why amplitude features precede phase features and how power-law spectra alter feature-learning times.,Formal complexity results use a controlled translation-invariant data model.,0,2026,Accepted,https://openreview.net/forum?id=RQECNEUcbJ,,ICML_64045,"@misc{ICML_64045,
  title = {{A Fourier perspective on the learning dynamics of neural networks: from sample complexities to mechanistic insights}},
  author = {Fabiola Ricci and Claudia Merger and Sebastian Goldt},
  year = {2026},
  note = {ICML 2026; Accept (regular)},
  url = {https://openreview.net/forum?id=RQECNEUcbJ}
}",Generated from catalogue metadata,https://openreview.net/forum?id=RQECNEUcbJ
ICML:66550,ICML 2026,66550,A Sketch-and-Project Analysis of Subsampled Natural Gradient Algorithms,,Gil Goldshlager; Jiang Hu; Lin Lin,Accept (regular),Matrix computation; Optimizer,"G: Optimizer theory, benchmarks, and training dynamics; X3: Fisher, Hessian, derivatives and implicit differentiation",Subsampled natural-gradient directions,Interpret the update as sketch-and-project and analyze coupling with a squared-volume-sampling proxy.,Primarily an analysis of natural-gradient algorithms; distinguishes the proxy from practical sampling.,Theory / foundations,,,"Optimizer: Analyzes subsampled natural gradient through sketch-and-project geometry, including coupled small minibatches and SPRING momentum; focus is scientific ML. | Matrix computation: Interpret the update as sketch-and-project and analyze coupling with a squared-volume-sampling proxy.",Official accepted-paper title and abstract,,https://openreview.net/forum?id=2iDtIht7W4,https://icml.cc/virtual/2026/poster/66550,,https://openreview.net/pdf?id=2iDtIht7W4,,2026-09-23,,,,,0,2026,Accepted,https://openreview.net/forum?id=2iDtIht7W4,,ICML_66550,"@misc{ICML_66550,
  title = {{A Sketch-and-Project Analysis of Subsampled Natural Gradient Algorithms}},
  author = {Gil Goldshlager and Jiang Hu and Lin Lin},
  year = {2026},
  note = {ICML 2026; Accept (regular)},
  url = {https://openreview.net/forum?id=2iDtIht7W4}
}",Generated from catalogue metadata,https://openreview.net/forum?id=2iDtIht7W4
ICML:61686,ICML 2026,61686,A unified theory of feature learning in RNNs and DNNs,,Jan Bauer; Kirsten Fischer; Moritz Helias; Agostina Palmigiano,Accept (regular),Optimizer; Training dynamics,"H: Learning rates, batch sizes, parameterization, and plasticity; T3: Width/depth scaling and hyperparameter transfer; T6: Feature learning, implicit bias and generalization dynamics",,,,,,,Training dynamics: Develops mean-field feature-learning theory for recurrent and feedforward networks and identifies a signal-to-noise transition in learned representations.,Official accepted-paper title and abstract,,https://openreview.net/forum?id=nkVt0sY9HJ,https://icml.cc/virtual/2026/poster/61686,,https://openreview.net/pdf?id=nkVt0sY9HJ,,2026-09-23,Theory / controlled models,Width; feature-learning strength; weight sharing,Develops mean-field feature-learning theory for recurrent and feedforward networks and identifies a signal-to-noise transition in learned representations.,"The analysis concerns its asymptotic/Bayesian formulation, not every finite-width optimizer trajectory.",0,2026,Accepted,https://openreview.net/forum?id=nkVt0sY9HJ,,ICML_61686,"@misc{ICML_61686,
  title = {{A unified theory of feature learning in RNNs and DNNs}},
  author = {Jan Bauer and Kirsten Fischer and Moritz Helias and Agostina Palmigiano},
  year = {2026},
  note = {ICML 2026; Accept (regular)},
  url = {https://openreview.net/forum?id=nkVt0sY9HJ}
}",Generated from catalogue metadata,https://openreview.net/forum?id=nkVt0sY9HJ
ICML:61050,ICML 2026,61050,AdaGC: Enhancing LLM Pretraining Stability via Adaptive Gradient Clipping,,Guoxia Wang; Shuai Li; Congliang Chen; Jinle Zeng; Jiabin Yang; Dianhai Yu; Yanjun Ma; Li Shen,Accept (regular),Optimizer; Training dynamics,"E: Training stabilization and distributed optimization; T5: Stability, curvature and edge-of-stability dynamics; T7: Initialization, normalization, weight decay and regularization",,,,,,,Optimizer: AdaGC uses adaptive per-tensor gradient clipping to prevent gradient spikes from contaminating optimizer states during LLM pretraining. | Training dynamics: AdaGC uses adaptive per-tensor gradient clipping to prevent gradient spikes from contaminating optimizer states during LLM pretraining.,Official accepted-paper title and abstract,,https://openreview.net/forum?id=uBYlCu8b8Z,https://icml.cc/virtual/2026/poster/61050,,https://openreview.net/pdf?id=uBYlCu8b8Z,https://github.com/PaddlePaddle/PaddleFleet,2026-09-23,LLM training,Gradient clipping; moment contamination,AdaGC uses adaptive per-tensor gradient clipping to prevent gradient spikes from contaminating optimizer states during LLM pretraining.,"Reuses the earlier source-grounded annotation. Consult the linked paper for assumptions, tested scales and parameterization conventions.",0,2026,Accepted,https://openreview.net/forum?id=uBYlCu8b8Z,,ICML_61050,"@misc{ICML_61050,
  title = {{AdaGC: Enhancing LLM Pretraining Stability via Adaptive Gradient Clipping}},
  author = {Guoxia Wang and Shuai Li and Congliang Chen and Jinle Zeng and Jiabin Yang and Dianhai Yu and Yanjun Ma and Li Shen},
  year = {2026},
  note = {ICML 2026; Accept (regular)},
  url = {https://openreview.net/forum?id=uBYlCu8b8Z}
}",Generated from catalogue metadata,https://openreview.net/forum?id=uBYlCu8b8Z
ICML:63417,ICML 2026,63417,AdaMeZO: Adam-style Zeroth-Order Optimizer for LLM Fine-tuning Without Maintaining the Moments,,Zhijie Cai; Haolong Chen; Guangxu Zhu,Accept (regular),Optimizer,F: Zeroth-order and backpropagation alternatives for LLMs,,,,,,,Optimizer: AdaMeZO approximates Adam-style zeroth-order adaptation without retaining full first- and second-moment tensors.,Official accepted-paper title and abstract,,https://openreview.net/forum?id=XLc102wbnT,https://icml.cc/virtual/2026/poster/63417,,https://openreview.net/pdf?id=XLc102wbnT,,2026-09-23,,,,,0,2026,Accepted,https://openreview.net/forum?id=XLc102wbnT,,ICML_63417,"@misc{ICML_63417,
  title = {{AdaMeZO: Adam-style Zeroth-Order Optimizer for LLM Fine-tuning Without Maintaining the Moments}},
  author = {Zhijie Cai and Haolong Chen and Guangxu Zhu},
  year = {2026},
  note = {ICML 2026; Accept (regular)},
  url = {https://openreview.net/forum?id=XLc102wbnT}
}",Generated from catalogue metadata,https://openreview.net/forum?id=XLc102wbnT
